Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Cigarette Box,Unknown Designer,6011,(Nationality unknown),(Nationality unknown),(0),(0),(),Unknown,Karelian birchwood,"1 15/16 x 6 3/4 x 3 5/8"" (4.9 x 17.2 x 9.2 cm)",Gift of Pennsylvania Drug Co.,100.1946,Design,Architecture & Design,1946-05-07,Y,2102,http://www.moma.org/collection/works/2102,http://www.moma.org/media/W1siZiIsIjIyNzkxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=542a94b58151c40b,,9.2,,4.9,,,17.2,,
Lifetime Ware,Jon Hedu,2571,"(American, 1914–1995)",(American),(1914),(1995),(Male),c. 1940,Melamine,".1 (dinner plate): diam. 10"" (25.4 cm)
.2 (luncheon plate): diam. 8"" (20.3 cm)
.3 (butter plate): diam. 6 3/8"" (16.2 cm)
.4 (fruit saucer): h. 1/14"" (3.2 cm), diam. 5 1/2"" (14 cm)
.5 (cereal bowl): h. 2"" (5.1 cm), diam. 4 7/8"" (12.4 cm)
.6a (cup): h. 2 5/16"" (5.9 cm), diam. 3 3/4"" (9.5 cm)
.6b (saucer): diam. 6 3/8"" (16.2 cm)",Gift of George E. Weigl Co.,100.1948.1-6,Design,Architecture & Design,1948-03-17,Y,2103,http://www.moma.org/collection/works/2103,http://www.moma.org/media/W1siZiIsIjIyNzkxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96e9f3a10c31e0ba,,,25.4,,,,,,
Vase,Louis Comfort Tiffany,5876,"(American, 1848–1933)",(American),(1848),(1933),(Male),c. 1900,Favrile glass,"9 1/4 x 3 1/4"" (23.5 x 8.2 cm)",Phyllis B. Lambert Fund,100.1957,Design,Architecture & Design,1957-05-15,Y,2104,http://www.moma.org/collection/works/2104,http://www.moma.org/media/W1siZiIsIjE4MTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=554fc77ed7dd3af3,,,8.2,23.5,,,,,
Side Chair,"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1950,"Molded polyester reinforced with glass fibers, wire struts, and rubber shock mounts",,Gift of the designers,641.1973,Design,Architecture & Design,1973-05-08,Y,2105,http://www.moma.org/collection/works/2105,http://www.moma.org/media/W1siZiIsIjIyODExMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6e658f1dd34db2f0,,,,,,,,,
Portable Solar Lantern (model SL 48),Hedda Beese,436,"(German, born 1944)",(German),(1944),(0),(Female),1985,"Polycarbonate, silicon, and stainless steel","13 3/4 x 22 1/4 x 3 1/2"" (35 x 56.5 x 8.9 cm)",Emilio Ambasz Fund,100.1989,Design,Architecture & Design,1989-05-16,Y,2106,http://www.moma.org/collection/works/2106,http://www.moma.org/media/W1siZiIsIjIyNzkxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8c5cdd1e4f3c5c2c,,8.89,,35.0,,,56.5,,
Stacking Side Chair,"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1955,"Molded polyester reinforced with glass fibers, zinc-coated steel tube, rubber shock mounts, and nylon glides",,Gift of the manufacturer,642.1973,Design,Architecture & Design,1973-05-08,Y,2108,http://www.moma.org/collection/works/2108,http://www.moma.org/media/W1siZiIsIjIwOTc5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2951932a2b380171,,,,,,,,,
Forte Rosso Bench,Mario Bellini,451,"(Italian, born 1935)",(Italian),(1935),(0),(Male),1985,Sandstone,"22 1/6 x 89 3/4 x 39 3/8"" (56 x 228 x 100 cm)",Architecture & Design Purchase Fund,101.1989,Design,Architecture & Design,1989-05-16,Y,2109,http://www.moma.org/collection/works/2109,,,100.0,,56.0,,,228.0,,
Stag Hunting Bow,"Albin J. Herek, Philip V. Leivo","2607, 3471",(American) (American),(American) (American),(0) (0),(0) (0),(Male) (Male),c.1946,"Painted magnesium alloy, wood, and leather","l. 66"" (167.6 cm)",Gift of the manufacturer,102.1948,Design,Architecture & Design,1948-03-17,Y,2110,http://www.moma.org/collection/works/2110,http://www.moma.org/media/W1siZiIsIjQ3NDM5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea58e97b4ba660df,,,,,167.6,,,,
Low Side Chair,"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1946,Molded and bent birch plywood; rubber shockmounts,"25 3/4 x 22 1/4 x 25"" (65.4 x 56.5 x 63.5 cm)",Gift of Eugene Eppinger,643.1973,Design,Architecture & Design,1973-05-08,Y,2111,http://www.moma.org/collection/works/2111,http://www.moma.org/media/W1siZiIsIjIyODExMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ba47a1fe5723b6cc,,63.5001,,65.4051,,,56.5151,,
Folding Headphones,Luigi Colani,1180,"(German, born 1928)",(German),(1928),(0),(Male),1986,"Plastic, metal, and gold-plate","Opened: 6 x 6 1/2 x 1 1/2"" (15.2 x 16.5 x 3.8 cm); closed: 4 1/4 x 2 1/4 x 1 1/2"" (11.4 x 5.7 x 3.8 cm)",Gift of the manufacturer,102.1989.1-2,Design,Architecture & Design,1989-05-16,N,2112,,,,3.81,,15.24,,,16.5,,
Ladle,"G.M. Thurnauer Co., Czechoslovakia",9629,"",(Czech),(0),(0),(),1918-1942,Chrome-plated metal,"11 1/2 x 3 7/16"" (29.2 x 8.7 cm)","Gift of G. M. Thurnauer Co., Inc.",103.1946,Design,Architecture & Design,1946-05-07,Y,2113,http://www.moma.org/collection/works/2113,,,,,,29.2,,8.7,,
Stag Hunting Bow,"Albin J. Herek, Philip V. Leivo","2607, 3471",(American) (American),(American) (American),(0) (0),(0) (0),(Male) (Male),c.1946,"Painted magnesium alloy, wood, and leather",l. 66 (167.6 cm),Gift of the manufacturer,103.1948,Design,Architecture & Design,1948-03-17,N,2114,,,,,,,167.6,,,,
Lounge Chair,"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1958,"Polished aluminum, naugahyde, vinyl foam, and nylon",,Gift of the manufacturer,644.1973,Design,Architecture & Design,1973-05-08,N,2115,,,,,,,,,,,
Study for a Glider Nose,"Charles Eames, Gregory Ain, Harry Bertoia, Norman Bruns, Ray Eames, Marion Overby","1671, 88, 531, 832, 1672, 4453","(American, 1907–1978) (American, 1908–1988) (American, born Italy. 1915–1978) (American, 1921–2005) (American, 1912–1988) (American, born 1909)",(American) (American) (American) (American) (American) (American),(1907) (1908) (1915) (1921) (1912) (1909),(1978) (1988) (1978) (2005) (1988) (0),(Male) (Male) (Male) (Male) (Female) (),1943,Molded basswood plywood,"125 1/2 x 80 x 31 1/2"" (318.8 x 203.2 x 80 cm)",Gift of Lucia Eames Demetrios and purchase,103.1989,Design,Architecture & Design,1989-05-16,Y,2116,http://www.moma.org/collection/works/2116,http://www.moma.org/media/W1siZiIsIjM0MDIyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a80906cff52eb149,,80.0,,318.7706,,,203.2004,,
Inkstand,Unknown Designer,6011,(Nationality unknown),(Nationality unknown),(0),(0),(),c. 1900,Copper-plated brass,"2 x 8 3/4"" (5.1 x 22.2 cm)",Phyllis B. Lambert Fund,104.1957.a-b,Design,Architecture & Design,1957-05-15,Y,2118,http://www.moma.org/collection/works/2118,http://www.moma.org/media/W1siZiIsIjIyNzkzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4703aa4ad6c77524,,,,5.08,,,22.225,,
Salad Serving Set,Carl Auböck,238,"(Austrian, 1924–1993)",(Austrian),(1924),(1993),(Male),1967,Stainless steel,".a (fork): 9 3/8 x 1 5/8"" (23.8 x 4.1 cm)
.b (spoon): 9 1/2 x 2"" (24.1 x 5.1 cm)",Purchase,104.1968.a-b,Design,Architecture & Design,1968-03-07,Y,2119,http://www.moma.org/collection/works/2119,http://www.moma.org/media/W1siZiIsIjIyNzkzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b62c615d0222714,,,,,23.8,,4.1,,
Lounge Chair,"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1958,Polished die-cast aluminum and fabric,".a (chair): 39 1/4 x 23 x 30"" (99.7 x 58.4 x 76.2 cm)
.b (ottoman): 18 1/4 x 21 1/2 x 21"" (46.4 x 54.6 x 53.3 cm)",Gift of the manufacturer,645.1973.a-b,Design,Architecture & Design,1973-05-08,Y,2120,http://www.moma.org/collection/works/2120,http://www.moma.org/media/W1siZiIsIjIyODExNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=40f18d13214a8b0d,,76.2002,,99.6952,,,58.4201,,
Wind MIDI Controller (model WX7),Yasuhiro Kira,3112,"(Japanese, born 1947)",(Japanese),(1947),(0),(Male),1986,ABS and acrylic plastic and aluminum,"21 1/2 x 2 3/4 x 2"" (54.6 x 7 x 5.1 cm)",Gift of the manufacturer,104.1989,Design,Architecture & Design,1989-05-16,Y,2121,http://www.moma.org/collection/works/2121,http://www.moma.org/media/W1siZiIsIjIxMDI3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=71a5a8364a06c8fd,,5.1,,54.6,,,7.0,,
Crinkled Sheer Fabric,Junichi Arai,7044,"(Japanese, 1932–2017)",(Japanese),(1932),(2017),(Male),c. 1995,Polyester and nylon,"240 x 32""  (609.6 x 81.3 cm)",Gift of the designer,104.1996,Design,Architecture & Design,1996-04-09,Y,2122,http://www.moma.org/collection/works/2122,http://www.moma.org/media/W1siZiIsIjIxMDI3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=489684b0b91000b1,,,,,609.6,,81.2802,,
Inkstand,"Liberty & Co., Ltd., London",9678,"(English, established 1875)",(),(1875),(0),(),c. 1903-04,Pewter and enameled copper decoration,"3 1/2 x 6 x 6"" (8.9 x 15.2 x 15.2 cm)",Purchase Fund,105.1957,Design,Architecture & Design,1957-05-15,Y,2124,http://www.moma.org/collection/works/2124,http://www.moma.org/media/W1siZiIsIjIyNzkzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0465835f8d1340e9,,15.24,,8.89,,,15.24,,
Carving Set,Carl Auböck,238,"(Austrian, 1924–1993)",(Austrian),(1924),(1993),(Male),1967,Stainless steel and plastic,".a (knife): 12 3/8 x 2 3/16"" (31.4 x 5.6 cm)
.b (fork): 12 1/16 x 1 1/8"" (30.6 x 2.8 cm)",Purchase,105.1968.a-b,Design,Architecture & Design,1968-03-07,Y,2125,http://www.moma.org/collection/works/2125,http://www.moma.org/media/W1siZiIsIjIxMDI3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4057cd3863511d38,,,,,31.4,,5.6,,
Lounge Chair,"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1969,Polished die-cast aluminum and leather cushions,,Gift of the manufacturer,646.1973,Design,Architecture & Design,1973-05-08,Y,2126,http://www.moma.org/collection/works/2126,http://www.moma.org/media/W1siZiIsIjIyODExOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1664b2622ac658a0,,,,,,,,,
How High the Moon Armchair,Shiro Kuramata,7210,"(Japanese, 1934–1991)",(Japanese),(1934),(1991),(Male),1986,Nickel-plated steel mesh,"28 1/2 x 37 3/8 x 32 3/4"" (72.4 x 95 x 83.2 cm), seat h. 13 3/4"" (35 cm)","Gift of the Vitra Design Foundation, Switzerland",105.1989,Design,Architecture & Design,1989-05-16,Y,2127,http://www.moma.org/collection/works/2127,http://www.moma.org/media/W1siZiIsIjIxMDI3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4eb83c1e55efa2e8,,83.2,,72.4,,,95.0,,
Crinkled Metallic Fabric,Junichi Arai,7044,"(Japanese, 1932–2017)",(Japanese),(1932),(2017),(Male),c. 1995,Polyester and aluminum split yarn,"170 x 34""  (431.8 x 86.3 cm)",Gift of the designer,105.1996,Design,Architecture & Design,1996-04-09,Y,2128,http://www.moma.org/collection/works/2128,http://www.moma.org/media/W1siZiIsIjMzNzA4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=29dce682187bc7fd,,,,,431.8009,,86.3,,
Cup and Saucer,Unknown Designer,6011,(Nationality unknown),(Nationality unknown),(0),(0),(),Before 1946,Pottery,,Gift of Monroe Wheeler,106.1946.a-b,Design,Architecture & Design,1946-05-07,N,2129,,,,,,,,,,,
The Patrician Stemware Service (no. 238),Josef Hoffmann,2694,"(Austrian, 1870–1956)",(Austrian),(1870),(1956),(Male),1920,Hand-blown crystal,".1 (Rhine wine glass): 7 1/8 x 3 3/8"" (18.1 x 8.6 cm)
.3 (sherry glass): 5 5/16 x 2 3/4"" (13.5 x 7 cm)
.4 (cordial glass): 4 15/16 x 2 1/2"" (12.5 x 6.4 cm)
.5 (champagne glass): 6 3/8 x 4 1/4"" (16.2 x 10.8 cm)
.6 (water goblet): 5 3/8 x 3 1/2"" (13.7 x 8.9 cm)
.7 (finger bowl): 3 5/8 x 4 7/8"" (9.2 x 12.4 cm)
.8 (ice cream cup): 3 x 4 1/8"" (7.6 x 10.5 cm)","Gift of A. J. Van Dugteren & Sons, Inc.",106.1948.1-9,Design,Architecture & Design,1948-03-17,Y,2130,http://www.moma.org/collection/works/2130,http://www.moma.org/media/W1siZiIsIjIyNzk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b0a478e41879135b,,,8.6,18.1,,,,,
Hairbrush and Clothes Brush,Unknown Designer,6011,(Nationality unknown),(Nationality unknown),(0),(0),(),c. 1900,Sterling silver,".1 (hairbrush): 8 1/2 x 2 1/2"" (21.6 x 6.4 cm)
.2 (clothes brush): 1 3/8 x 5"" (3.5 x 12.7 cm)",Purchase Fund,106.1957.1-2,Design,Architecture & Design,1957-05-15,Y,2131,http://www.moma.org/collection/works/2131,http://www.moma.org/media/W1siZiIsIjIyNzk0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=856de0caadf81cbb,,,,,21.6,,6.4,,
Clothes Brush,Unknown Designer,6011,(Nationality unknown),(Nationality unknown),(0),(0),(),c. 1900,Sterling silver,"1 3/8 x 5"" (3.5 x 12.7cm)",Phyllis B. Lambert Fund,106.1957.2,Design,Architecture & Design,1957-05-15,N,2132,,,,,,,12.7,,3.5,,
Prototype for Chaise Longue (La Chaise),"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1948,"Hard rubber foam, plastic, wood, and metal","32 1/2 x 59 x 34 1/4"" (82.5 x 149.8 x 87 cm)",Gift of the designers,647.1973,Design,Architecture & Design,1973-05-08,Y,2133,http://www.moma.org/collection/works/2133,http://www.moma.org/media/W1siZiIsIjIxMjEwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8437d4b017866a2e,,86.9952,,82.5,,,149.8,,
Lounge Chair,Marcel Breuer,769,"(American, born Hungary. 1902–1981)",(American),(1902),(1981),(Male),1932–1933,Aluminum and ash wood,"28 1/2 x 21 3/4 x 31"" (72.4 x 55.3 x 78.8 cm)",Gift of the designer,106.1976,Design,Architecture & Design,1976-03-22,Y,2134,http://www.moma.org/collection/works/2134,http://www.moma.org/media/W1siZiIsIjIyNzk0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e5ad126d8845e3e0,,78.8,,72.4,,,55.3,,
VoicePoint Audio Teleconferencing Unit (model AEC-40),"NEC Design, Ltd.",4250,"(Japan, est. 1971)",(Japanese),(1971),(0),(),1988,Plastic casing,"2 1/2 x 9 1/2 x 11"" (6.3 x 24.2 x 28 cm)",Gift of the manufacturer,106.1989,Design,Architecture & Design,1986-05-16,Y,2135,http://www.moma.org/collection/works/2135,http://www.moma.org/media/W1siZiIsIjIyNzk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e54335d598c0cc40,,28.0,,6.3,,,24.2,,
Asimmetrico Drinking Glass,Joe Colombo,1196,"(Italian, 1930–1971)",(Italian),(1930),(1971),(Male),1964,Glass,"5 3/4 x 2 3/4"" (14.6 x 7 cm)",Gift of Rob Beyer,106.1996,Design,Architecture & Design,1996-04-09,Y,2136,http://www.moma.org/collection/works/2136,http://www.moma.org/media/W1siZiIsIjE5MTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f89b3caaf02e9ad0,,,6.985,14.605,,,,,
Footed Vase,Josef Hoffmann,2694,"(Austrian, 1870–1956)",(Austrian),(1870),(1956),(Male),c. 1920,Hand-blown iridescent glass,"4 13/16 x 4 7/8"" (12.3 x 12.4 cm)",Gift of Joseph Binder,107.1948,Design,Architecture & Design,1948-03-17,Y,2138,http://www.moma.org/collection/works/2138,http://www.moma.org/media/W1siZiIsIjE5MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=9439cc6c1199212b,,,12.3825,12.3,,,,,
Table,Isamu Noguchi,4324,"(American, 1904–1988)",(American),(1904),(1988),(Male),c. 1941,Laminated and carved avodire,"30 x 41 x 16"" (76.2 x 104.1 x 40.6 cm)","The Philip L. Goodwin Collection (gift of James L. Goodwin, Henry Sage Goodwin, and Richmond L. Brown)",107.1958,Design,Architecture & Design,1958-10-29,Y,2139,http://www.moma.org/collection/works/2139,http://www.moma.org/media/W1siZiIsIjE5MTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b618cf75452f8f9f,,40.6401,,76.2002,,,104.1402,,
Multiple Seating,"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1962,"Polished cast aluminum, steel, and foam-padded naugahyde","33 3/4 x 117 x 26"" (85.7 x 297.2 x 66.2 cm)",Gift of the manufacturer,648.1973,Design,Architecture & Design,1973-05-08,N,2140,,,,66.2,,85.7,,,297.2,,
Prayer Bench,Antoni Gaudí,2096,"(Spanish, 1852–1926)",(Spanish),(1852),(1926),(Male),1898-1914,Spanish oak and wrought iron,"32 5/8 x 44 1/2 x 26"" (82.9 x 113 x 66 cm), seat h. 16 5/8"" (42.2 cm)",Estée and Joseph Lauder Design Fund,107.1976,Design,Architecture & Design,1976-03-22,Y,2141,http://www.moma.org/collection/works/2141,http://www.moma.org/media/W1siZiIsIjIyNzk1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0fd334db24603fc0,,66.0,,82.9,,,113.0,,
Letter Opener,Marcello Nizzoli,4316,"(Italian, 1887–1969)",(Italian),(1887),(1969),(Male),1960,Melamine resin,"8 5/8 x 1 3/4"" (21.9 x 4.4 cm)",Gift of the manufacturer,107.1989,Design,Architecture & Design,1986-05-16,Y,2142,http://www.moma.org/collection/works/2142,http://www.moma.org/media/W1siZiIsIjIxMDI4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=12b88bcddb3b569f,,,,,21.9075,,4.445,,
Table,Edward William Godwin,7512,"(British, 1833–1886)",(British),(1833),(1886),(Male),c. 1875,Wood and brass,"28 3/4 x 40 x 40"" (73 x 101.6 x 101.6 cm)",Gift of Paul F. Walter,107.1996,Design,Architecture & Design,1996-04-09,Y,2143,http://www.moma.org/collection/works/2143,http://www.moma.org/media/W1siZiIsIjIxMDI4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eed8dd43affb5258,,101.6,,73.0,,,101.6,,
Vase,Josef Hoffmann,2694,"(Austrian, 1870–1956)",(Austrian),(1870),(1956),(Male),c. 1920,Glass,"5 7/8 x 4 3/4"" (14.9 x 12.1 cm)",Gift of Joseph Binder,108.1948,Design,Architecture & Design,1948-03-17,Y,2145,http://www.moma.org/collection/works/2145,http://www.moma.org/media/W1siZiIsIjIxMDI4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8b73cac7b40d6e8,,,12.06502413,14.9,,,,,
Dining Table,"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1947,Plastic top on wood and metal legs,"Component: 34 x 54 x 2"" (86.4 x 137.2 x 5.1 cm)
Unfolded: 29 x 34 x 54"" (73.7 x 86.4 x 137.2 cm)",Gift of the designers,649.1973,Design,Architecture & Design,1973-05-08,N,2146,,,,5.08,,86.3602,,,137.1603,,
Radio,Michael Rabinowitz,4780,(British),(British),(0),(0),(Male),1946,Chrome-plated steel and plastic,"19 3/4 x 12 1/2"" (50.2 x 31.8 cm)",Department Purchase Fund,108.1989,Design,Architecture & Design,1986-05-16,Y,2148,http://www.moma.org/collection/works/2148,http://www.moma.org/media/W1siZiIsIjIxMDI4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=89c2f80d22af73bc,,,31.8,50.2,,,,,
Tablecloth,"Josef Hoffmann, Berthold Löffler","2694, 3585","(Austrian, 1870–1956) (Austrian, 1874–1960)",(Austrian) (Austrian),(1870) (1874),(1956) (1960),(Male) (Male),1905,Printed cotton,"52 1/2 x 53 1/2"" (133.4 x 135.9 cm)",Gift of Paul F. Walter,108.1996,Design,Architecture & Design,1996-04-09,Y,2149,http://www.moma.org/collection/works/2149,http://www.moma.org/media/W1siZiIsIjc3NDEzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d472995f9d400e83,,,,,133.4,,135.8903,,
Bowl,Göran Hongell,2720,"(Finnish, 1902–1973)",(Finnish),(1902),(1973),(Male),1930s,Crystal,"3 5/8 x 7 3/8"" (9.2 x 18.7 cm)",Gift of Finland Ceramics & Glass Corp.,109.1948,Design,Architecture & Design,1948-03-17,Y,2150,http://www.moma.org/collection/works/2150,http://www.moma.org/media/W1siZiIsIjIyNzk2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a15480082f01b8c5,,,18.7325,9.2,,,,,
Lounge Chair,"Charles Eames, Ray Eames","1671, 1672","(American, 1907–1978) (American, 1912–1988)",(American) (American),(1907) (1912),(1978) (1988),(Male) (Female),1960,"Polished aluminum, leather cushions, foam padding steel, and nylon","34 1/2"" h. (87.6 cm) maximum",Gift of the manufacturer,650.1973,Design,Architecture & Design,1973-05-08,Y,2151,http://www.moma.org/collection/works/2151,http://www.moma.org/media/W1siZiIsIjIyODEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=72528dc2cb64c785,,,,87.6302,,,,,
Vase,Hector Guimard,2407,"(French, 1867–1942)",(French),(1867),(1942),(Male),c. 1898,Bronze,"10 1/2 x 7"" (26.7 x 17.8 cm)",Joseph H. Heil Bequest,109.1976,Design,Architecture & Design,1976-03-22,Y,2152,http://www.moma.org/collection/works/2152,http://www.moma.org/media/W1siZiIsIjIxMDI4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fe985b6eaca9c4d4,,,17.78,26.6701,,,,,
Paper Work,Ed Rossbach,5032,"(American, 1914–2002)",(American),(1914),(2002),(Male),1968,"Newspaper, plastic, and plastic twine","13 1/2 x 6 1/2 x 1 1/2"" (34.3 x 16.5 x 3.8 cm)",NEA Architecture and Design Fund and Purchase,109.1989,Design,Architecture & Design,1986-05-16,Y,2153,http://www.moma.org/collection/works/2153,http://www.moma.org/media/W1siZiIsIjIxMDI4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f02adf3c98ee98ef,,3.81,,34.2901,,,16.51,,
Nesting Coffee Table,Frederick Kiesler,3091,"(American, born Austria-Hungary. 1890–1965)",(American),(1890),(1965),(Male),1935-38,Cast aluminum,".a: 9 1/2 x 34 x 25"" (24.1 x 86.4 x 63.5 cm)  
.b: 9 1/2 x 22 x 16 1/4"" (24 x 55.9 x 41.3 cm)",Gift of Carlo M. Grossman and Josie G. Lindau in memory of their parents Isobel and Isidore Grossman,109.1996.a-b,Design,Architecture & Design,1996-04-09,Y,2154,http://www.moma.org/collection/works/2154,http://www.moma.org/media/W1siZiIsIjE5NTgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=f0e50248b117eb98,,63.5001,,24.13,,,86.3602,,
Set of Three Decorative Combs,Unknown Designer,6013,(French),(French),(0),(0),(),c. 1900,"Tortoise shell, copper, mother-of-pearl, and colored glass paste",".1: 4 x 3 3/8"" (10.2 x 8.6 cm)
.2: 4 1/8 x 2 3/16"" (10.5 x 5.5 cm)
.3: 4 1/8 x 2 1/4"" (10.5 x 5.7 cm)",Gift of Madame Katia Granoff,110.1957.1-3,Design,Architecture & Design,1957-05-15,Y,2155,http://www.moma.org/collection/works/2155,http://www.moma.org/media/W1siZiIsIjIxMDI4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0dda5726bb65e1fc,,,,10.2,,,8.6,,
